timestamp,rx,ry,rz,tof,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,x,y,z,roll,pitch,yaw,tx,ty,tz,ft
0.008,0,0,1,72,0,0,0.07,0,0,0,0,0,0.07,0,0,0,0,-0,-0,0
0.014,-0.00099999999999989,0.00099999999999989,1.00300000000001,72,-1.79999999999902e-05,-8.000000000008e-06,0.070016,-3.80000000000033e-05,3.20000000000042e-05,-6.20000000000065e-05,5.21692714609834e-06,-2.99866076490171e-06,0.070010254512675,-0.0003149018450724,-0.000320298025398805,0.000192705510727795,0,-0,-0,0
0.018,0,0.00099999999999989,1.006,71,9.000000000009e-06,-2.10000000000488e-05,0.070042,-9.90000000000019e-05,1.40000000000001e-05,-4.000000000004e-06,8.61144886439569e-06,-4.71101289500203e-06,0.070017110432259,-0.000518705124155402,-0.000515809495672606,0.000347468554461695,0,-0,-0,0
0.022,-0.00099999999999989,0,1.00800000000001,71,2.40000000000101e-05,-1.30000000000408e-05,0.070058,-8.70000000000037e-05,1.50000000000011e-05,2.10000000000002e-05,1.18592571080045e-05,-6.14327808150239e-06,0.070023838303616,-0.0007131358357381,-0.000691557311884305,0.000522333163519996,0,-0,-0,0
0.028,0.00099999999999989,0,1.00999999999999,71,0,-8.000000000008e-06,0.070014,-6.19999999999996e-05,3.00000000000022e-05,-1.50000000000011e-05,1.63014625198937e-05,-7.67437534920229e-06,0.070033396258523,-0.0009783893046732,-0.000907930119412301,0.0008194679101702,0,-0,-0,0
0.032,0.00099999999999989,-0.00200000000000022,1.011,71,-4.99999999999112e-06,-1.70000000000448e-05,0.070041,-0.000116999999999999,2.20000000000081e-05,0.000185999999999999,1.88725065219941e-05,-8.2257168191012e-06,0.070039205680307,-0.0011315878113999,-0.001013924614452,0.00103819231854309,0,-0,-0,0
0.036,0.00499999999999989,0.0259999999999998,1.01900000000001,71,-4.99999999999112e-06,-1.00000000000655e-05,0.06999,-0.000197000000000003,0.000109999999999999,0.000957999999999994,2.10485299743934e-05,-8.35925163939974e-06,0.070044394201319,-0.0012609979948662,-0.00108405544127591,0.0012707908404524,0,-0,-0,0
0.04,0.00700000000000012,0.0859999999999999,1.06999999999999,71,3.30000000000052e-05,-2.29999999999952e-05,0.070018,-0.000515000000000002,0.000212000000000004,0.002142,2.27605190983027e-05,-8.04307795270257e-06,0.070048813056081,-0.0013624803687089,-0.0011140402621774,0.0015145251703871,0,-0,-0,0
0.044,0.00300000000000011,0.0449999999999999,1.137,71,3.80000000000102e-05,-2.000000000002e-05,0.070021,-0.000808000000000003,0.000291,0.003293,2.39418814011044e-05,-7.25023347130163e-06,0.070052314157401,-0.0014320108763726,-0.0010998952334305,0.0017662377534832,0,-0,-0,0
0.048,-0.0539999999999998,0.056,1.18299999999999,70,5.70000000000015e-05,-3.10000000000032e-05,0.070014,-0.000980000000000002,0.000355000000000008,0.003788,2.45301057303915e-05,-5.9594718141015e-06,0.070054752229349,-0.0014657557919326,-0.0010380257309386,0.0020223667875483,0,-0,-0,0
