timestamp,rx,ry,rz,tof,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,x,y,z,roll,pitch,yaw,tx,ty,tz,ft
0.012,0,0,4,79,0,0,0.08,0,0,0,0,0,0.08,0,0,0,0,-0,-0,0
0.016,-0.124000000000001,0.0960000000000001,3.971,79,1.10000000000006e-05,-7.00000000009027e-06,0.080029,-6.70000000000046e-05,-6.09999999999777e-05,2.19999999999942e-05,3.44186590969797e-06,-1.83615796490316e-06,0.080006872715665,-0.000207032046645801,-0.000203662489623502,0.000144369775790104,0,-0,-0,0
0.02,-0.106999999999999,0.0210000000000001,3.96600000000001,77,-2.4999999999999e-05,-4.000000000004e-06,0.080006,-5.40000000000054e-05,-4.29999999999875e-05,-2.90000000000012e-05,6.77177412509999e-06,-3.41384579500073e-06,0.080013680749785,-0.000406642163864795,-0.000389872341170799,0.000309314442150502,0,-0,-0,0
0.024,-0.0990000000000002,-0.0109999999999999,3.98200000000003,77,4.9999999999998e-06,-1.2000000000012e-05,0.080042,-0.000101000000000004,-4.59999999999905e-05,3.50000000000072e-05,9.91985829600084e-06,-4.69007991360168e-06,0.08002029507003,-0.000594888399905499,-0.00055399214587501,0.000493786236341803,0,-0,-0,0
0.028,-0.116,-0.0249999999999999,4.02800000000002,80,-4.39999999999989e-05,9.99999999995449e-06,0.080011,-3.20000000000042e-05,-3.59999999999805e-05,-5.49999999999995e-05,1.28151629365941e-05,-5.62338243200247e-06,0.08002657849137,-0.000767691581366997,-0.000691358011807502,0.000696325606449506,0,-0,-0,0
0.034,-0.145,0.0130000000000001,4.05000000000001,80,-1.69999999999997e-05,-5.00000000003276e-06,0.080008,-0.000178000000000005,-3.39999999999785e-05,0.000417000000000001,1.65279561479964e-05,-6.29581482550212e-06,0.080035069068117,-0.000988829285508801,-0.000837174469622198,0.00102977619958691,0,-0,-0,0
0.038,-0.151,0.121,4.05800000000002,80,2.00000000000009e-05,-8.000000000008e-06,0.079993,-0.000491000000000005,5.39999999999985e-05,0.00120399999999998,1.84804609928008e-05,-6.20819652180291e-06,0.080039891369088,-0.0011047875126331,-0.000887751036485709,0.0012683113898395,0,-0,-0,0
0.042,-0.134,0.0900000000000001,4.09400000000002,77,1.19999999999999e-05,-8.000000000008e-06,0.080003,-0.000942000000000005,7.90000000000235e-05,0.00226199999999999,1.99352606929937e-05,-5.65671715400257e-06,0.08004386973119,-0.001190786838597,-0.000896146731127812,0.00151645523738361,0,-0,-0,0
0.046,-0.0470000000000006,0.109,4.18100000000001,77,3.00000000000005e-05,-1.50000000000983e-05,0.079994,-0.001418,0.000133000000000022,0.003779,2.08275196905e-05,-4.61718350290227e-06,0.080046857213336,-0.001242888899327,-0.000858560882623705,0.0017708457584824,0,-0,-0,0
0.05,-0.0779999999999994,0.122,4.31,77,5.10000000000007e-05,-8.000000000008e-06,0.079999,-0.002161,0.000254000000000004,0.00564000000000001,2.10975888741e-05,-3.07148861550255e-06,0.080048710754934,-0.0012573838144349,-0.000771627939090705,0.0020277269067916,0,-0,-0,0
0.054,-0.145999999999999,0.198,4.459,77,5.80000000000008e-05,0,0.079973,-0.002901,0.000329999999999997,0.00782099999999999,2.06923727612968e-05,-1.00836743310156e-06,0.0800492933228,-0.0012308684476834,-0.0006325097992472,0.0022829750316545,0,-0,-0,0
