timestamp,rx,ry,rz,tof,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,x,y,z,roll,pitch,yaw,tx,ty,tz,ft
0.01,0,0,4,78,0,0,0.08,0,0,0,0,0,0.08,0,0,0,0,-0,-0,0
0.014,-0.00500000000000078,-0.0189999999999997,3.99100000000001,78,2.00000000000027e-06,-2.00000000005751e-06,0.079992,-1.69999999999962e-05,7.000000000007e-06,2.39999999999962e-05,3.47229634389823e-06,-1.94904293010154e-06,0.080006859606515,-0.000209321082602403,-0.000210676779637195,0.000133813694578398,0,-0,-0,0
0.018,-0.00300000000000011,-0.0919999999999996,4.005,79,-1.89999999999999e-05,3.99999999989298e-06,0.079969,3.29999999999983e-05,-2.69999999999992e-05,-3.90000000000112e-05,6.86681806219558e-06,-3.66139506020186e-06,0.080013715526099,-0.000413124361685405,-0.000406188249910996,0.000288576738312299,0,-0,-0,0
0.022,-0.0180000000000007,-0.0749999999999997,4.03100000000001,79,6.0000000000008e-06,8.99999999992573e-06,0.07996,3.70000000000023e-05,1.3000000000013e-05,-5.000000000005e-06,1.01146263058044e-05,-5.09366024670221e-06,0.080020443397456,-0.000607555073268103,-0.000581936066122696,0.000463441347370599,0,-0,-0,0
0.026,-0.00699999999999967,0.028,4.018,79,9.99999999999959e-06,-2.00000000005751e-06,0.079992,-1.09999999999971e-05,-3.000000000003e-06,2.39999999999962e-05,1.31452440628038e-05,-6.20347801059962e-06,0.080026909833238,-0.000788596184122803,-0.000733260749728598,0.000657155615042398,0,-0,-0,0
0.032,-0.016,-0.00099999999999989,4.01400000000001,79,0,-6.00000000006151e-06,0.079973,-6.79999999999986e-05,1.5000000000015e-05,0.000174999999999981,1.7127875719794e-05,-7.17609898430102e-06,0.080035810774147,-0.0010260070489299,-0.000904303368690393,0.000979300502393698,0,-0,-0,0
0.036,-0.0299999999999994,0.00200000000000022,4.01400000000001,79,-4.9999999999998e-06,1.99999999994649e-06,0.079965,-0.000229,7.20000000000165e-05,0.000742999999999994,1.93038991721933e-05,-7.30963380459956e-06,0.080040999295159,-0.00115541723239621,-0.000974434195514295,0.001211899024303,0,-0,-0,0
0.042,-0.00300000000000011,-0.0269999999999997,4.08100000000002,80,9.99999999999959e-06,-1.00000000002876e-06,0.08002,-0.000909,9.10000000000077e-05,0.002246,2.16769294740932e-05,-6.65809223640221e-06,0.080047292592183,-0.0012959037994332,-0.001003097592971,0.0015807057249549,0,-0,-0,0
0.044,-0.0259999999999998,-0.0469999999999997,4.20500000000001,80,1.49999999999994e-05,1.09999999999832e-05,0.079979,-0.001041,0.00017700000000001,0.00291999999999998,2.21972505989043e-05,-6.20061563650146e-06,0.080048919251241,-0.00132643011390261,-0.000990273987668891,0.0017073459373338,0,-0,-0,0
0.048,-0.0709999999999997,0.0380000000000003,4.303,80,4.59999999999992e-05,4.99999999992173e-06,0.080003,-0.001698,0.000248999999999999,0.004661,2.27854749281914e-05,-4.90985397930133e-06,0.080051357323189,-0.0013601750294626,-0.00092840448517699,0.0019634749713989,0,-0,-0,0
0.052,-0.129,0.0470000000000002,4.39500000000001,78,6.60000000000001e-05,8.99999999992573e-06,0.080049,-0.002553,0.000309000000000004,0.006716,2.27241075343027e-05,-3.1063994960015e-06,0.080052592026004,-0.001354567903806,-0.000815697138239799,0.0022200767826859,0,-0,-0,0
0.06,-0.191000000000001,0.124,4.48600000000002,78,9.10000000000008e-05,8.99999999992573e-06,0.080085,-0.003705,0.000452000000000008,0.010118,2.04628080189007e-05,2.06104458329998e-06,0.080050929401808,-0.0012128464073364,-0.000428273722340791,0.002717205029025,0,-0,-0,0
0.064,-0.093,-0.0640000000000001,4.542,81,6.10000000000003e-05,3.39999999999785e-05,0.080051,-0.003945,0.000525999999999999,0.011094,1.81903401809957e-05,5.41619076249722e-06,0.080047799533152,-0.0010716561030971,-0.000150558575236895,0.0029482464499163,0,-0,-0,0
0.068,-0.132,-0.0709999999999997,4.63300000000001,81,0,3.79999999999825e-05,0.08003,-0.004146,0.000532000000000005,0.011674,1.51251421012938e-05,9.26560361869805e-06,0.080043007487829,-0.000881120632172702,0.000183821877228707,0.0031608901293552,0,-0,-0,0
0.072,-0.15,0.0450000000000004,4.64100000000002,77,-7.99999999999933e-06,4.69999999999082e-05,0.080009,-0.004231,0.000546000000000019,0.012106,1.12566764736977e-05,1.35830542656e-05,0.080036480081122,-0.000640205054523002,0.000574244248484609,0.0033498932958235,0,-0,-0,0
0.076,-0.151999999999999,0.0960000000000001,4.65200000000002,77,-7.59999999999997e-05,4.99999999999945e-05,0.079985,-0.004273,0.000516000000000016,0.012105,6.58490239090204e-06,1.83325870548971e-05,0.0800281674897,-0.000348608893664504,0.0010191045104158,0.0035099296638994,0,-0,-0,0
0.08,-0.130000000000001,0.0830000000000002,4.64700000000002,77,-6.80000000000004e-05,4.59999999999905e-05,0.079976,-0.00417,0.000544000000000017,0.012046,1.12134873829495e-06,2.34679800254003e-05,0.080018046861849,-6.8331410641026e-06,0.00151575839068291,0.0036356646908079,0,-0,-0,0
0.086,-0.108000000000001,-0.0229999999999997,4.59800000000001,79,0,4.59999999999905e-05,0.07993,-0.004071,0.000546000000000019,0.012157,-8.50142566280465e-06,3.17670734681988e-05,0.079999502542813,0.0005966908694982,0.00234937649483531,0.0037484832993004,0,-0,-0,0
0.09,-0.0809999999999995,0.00600000000000023,4.57600000000002,79,3.89999999999991e-05,3.69999999999537e-05,0.079938,-0.004081,0.000555,0.012197,-1.5806731558099e-05,3.75951900219995e-05,0.079984972175763,0.0010559556802534,0.00295670457284791,0.0037658177633851,0,-0,-0,0
0.094,-0.0340000000000007,0.0460000000000003,4.53300000000002,79,9.60000000000006e-05,3.69999999999537e-05,0.079945,-0.004116,0.000553999999999999,0.012235,-2.37538495923978e-05,4.35651132367973e-05,0.079968815651614,0.0015565662958382,0.00359777521547551,0.0037313305971053,0,-0,-0,0
0.098,-0.0190000000000001,0.04,4.495,78,0.000155000000000001,5.9999999999949e-05,0.079926,-0.003795,0.000613000000000002,0.011738,-3.22639153595011e-05,4.95854124892975e-05,0.07995116815296,0.00209382320290619,0.0042648355340016,0.0036407210045059,0,-0,-0,0
0.102,0.00500000000000078,-0.00800000000000001,4.32900000000001,78,0.000136000000000001,4.7999999999937e-05,0.079977,-0.003288,0.000531000000000004,0.010492,-4.12416677181976e-05,5.55563375958003e-05,0.079932204473477,0.00266202782888809,0.00494899089193761,0.0034901752556725,6.65968126164665e-10,-8.1478245926122e-10,-6.35048522728216e-11,2.52485549863466e-05
0.106,0.0340000000000007,-0.103,4.15800000000002,80,0.000143000000000001,3.69999999999537e-05,0.080012,-0.00269,0.000576999999999994,0.00883599999999998,-5.05749909432973e-05,6.13706303462976e-05,0.079912141528156,0.0032544880224178,0.0056402401701857,0.0032764615052738,1.99818438979196e-09,-2.46918286115423e-09,-1.91987115291854e-10,7.56987068208085e-05
0.112,0.0489999999999995,-0.069,3.98600000000002,80,0.000114,1.69999999999337e-05,0.080151,-0.001589,0.000436999999999993,0.00547999999999998,-6.49538446234055e-05,6.95488773648986e-05,0.079880572166929,0.0041716349399572,0.00666596342369871,0.0028320638225295,3.99661027674853e-09,-4.99748376535679e-09,-4.0051628535983e-10,0.0001513497401583
0.116,0.093,-0.101,3.81200000000001,80,7.89999999999992e-05,1.09999999999832e-05,0.080196,-0.000481000000000002,0.000417000000000001,0.00262799999999999,-7.45713487203953e-05,7.44658352225987e-05,0.079859011702839,0.004789173425491,0.0073244639740455,0.0024509376227657,5.32747738771554e-09,-6.76272176627402e-09,-5.6365461576773e-10,0.0002018946755884
0.12,0.0850000000000009,-0.209,3.59200000000001,78,2.30000000000005e-05,8.99999999992573e-06,0.080213,0.000947999999999997,0.000341000000000008,-0.000774000000000025,-8.40146308602047e-05,7.88134128349993e-05,0.079837477498096,0.0054001791378941,0.00794728110256411,0.0020012197405832,6.66516566774614e-09,-8.37433995934015e-09,-7.35555297765552e-10,0.0002525119235085
0.124,0.0749999999999993,-0.199,3.298,78,1.29999999999991e-05,1.5999999999905e-05,0.080235,0.002563,0.000156000000000017,-0.00423800000000002,-9.30951479342079e-05,8.24705694898002e-05,0.079816396189491,0.0059939936724113,0.0085203659919717,0.0014833820522329,8.01087367677562e-09,-9.86339517482234e-09,-8.84343749230113e-10,0.0003030911448453
0.13,0.101000000000001,-0.231,3.06800000000001,78,4.09999999999994e-05,-7.00000000009027e-06,0.080298,0.004523,-1.09999999999832e-05,-0.008995,-0.000105591075946807,8.64026305935975e-05,0.079786659751038,0.0068275484245767,0.00925462481338091,0.000582472871563301,1.00678048359664e-08,-1.22174396310829e-08,-1.04371512594355e-09,0.0003789207854707
0.132,0.178000000000001,-0.154,2.87900000000002,78,5.9e-05,1.99999999994649e-06,0.08031,0.005252,-0.000140000000000001,-0.010611,-0.000109348987233596,8.72418764186998e-05,0.079777506517678,0.0070841855210013,0.0094584007357696,0.000250420869532003,1.07685118424926e-08,-1.30070473946379e-08,-1.07624483288979e-09,0.0004042545433436
0.138,0.287000000000001,-0.31,2.709,78,8.20000000000005e-05,-1.30000000000408e-05,0.080385,0.007389,-0.000207999999999986,-0.015559,-0.000119001842110097,8.81577420427972e-05,0.079753291028424,0.0077687804808908,0.00991996583120791,-0.000834009884602499,1.28727469163923e-08,-1.56519118392331e-08,-1.19280756860932e-09,0.0004804154604246
0.142,0.406000000000001,-0.429,2.53100000000001,80,0.000163,-5.00000000003276e-06,0.08042,0.008774,-0.000308000000000003,-0.018747,-0.000123786447412497,8.73121160763976e-05,0.079740589876412,0.0081382754890145,0.010083702714491,-0.0016239258752815,1.43136222936629e-08,-1.72299953780601e-08,-1.3379876398332e-09,0.0005312128766491
0.146,0.531000000000001,-0.445,2.24700000000001,80,0.000169000000000001,-9.00000000003676e-06,0.080483,0.010094,-0.000391000000000002,-0.021947,-0.000126959734810098,8.52023254693975e-05,0.079731367629122,0.0084234402302354,0.0101146282243369,-0.0024598994027972,1.56565866589156e-08,-1.83458716411852e-08,-1.53565738936368e-09,0.0005820410272109
0.15,0.629,-0.399,1.99800000000002,80,0.000219,-3.10000000000032e-05,0.080585,0.011159,-0.000529000000000002,-0.024551,-0.0001282641192622,8.17598328001004e-05,0.079726274528881,0.0086117241161545,0.00999812366220121,-0.0033342015218204,1.67747561711299e-08,-2.04903136880861e-08,-1.70902638343527e-09,0.0006328504533722
0.156,0.676,-0.351,1.83200000000002,80,0.000259000000000001,-6.10000000000888e-05,0.080706,0.01226,-0.000792999999999988,-0.027486,-0.000126143733139308,7.39915301038001e-05,0.079727847519636,0.0086859067730267,0.00951670525490481,-0.00469788631516,1.86762729226909e-08,-2.34115365492278e-08,-1.96232648243905e-09,0.0007093697223274
0.16,0.686999999999999,-0.47,1.727,80,0.000271,-7.90000000000513e-05,0.080806,0.012677,-0.000869999999999982,-0.028931,-0.000121631143227996,6.70399802870994e-05,0.07973604069223,0.00857973136515459,0.00897274798969511,-0.0056270189987041,1.97200987513937e-08,-2.50959768986626e-08,-2.16889610286258e-09,0.0007604375669357
0.164,0.616,-0.604,1.69800000000001,81,0.000274,-7.90000000000513e-05,0.080826,0.013227,-0.000925999999999982,-0.02992,-0.000114340798874998,5.8671920845299e-05,0.079750760038438,0.008336637795926,0.0082371272516593,-0.0065590392473947,2.06495336907623e-08,-2.66992539106266e-08,-2.31755491882865e-09,0.0008115884700493
0.168,0.535,-0.577,1.535,81,0.00026,-8.000000000008e-05,0.080854,0.013399,-0.000926999999999983,-0.03053,-0.000104027367657508,4.89179743148986e-05,0.079772698177344,0.0079471128627213,0.0073001361412479,-0.007481729226668,2.1054338142608e-08,-2.94371706995569e-08,-2.56983748916902e-09,0.0008630966283467
0.172,0.457000000000001,-0.466,1.44,81,0.000239,-7.10000000000433e-05,0.080872,0.013346,-0.000926999999999983,-0.030622,-9.04588310989968e-05,3.78370630634978e-05,0.079802538028895,0.00740286042070459,0.0061537714420969,-0.0083821328793407,2.28801461994672e-08,-3.17366737986482e-08,-2.73902563362526e-09,0.000915185214758
0.176,0.385999999999999,-0.596,1.422,80,0.000238,-6.60000000000105e-05,0.08083,0.013335,-0.000919000000000003,-0.030484,-7.34200382439959e-05,2.55182701935988e-05,0.079840946485104,0.0066969892852422,0.00479193011797441,-0.0092466891363848,2.51077386562382e-08,-3.44022323983514e-08,-2.7735832829564e-09,0.0009676132656293
0.182,0.436,-0.731,1.40300000000002,80,0.000202000000000001,-5.90000000000312e-05,0.08084,0.013335,-0.000929999999999986,-0.030571,-4.09352431695043e-05,4.99351857539965e-06,0.079916028184161,0.0053240078063602,0.00233695126454331,-0.0104455651938286,3.03124711801131e-08,-3.36695918400899e-08,-2.94595950497308e-09,0.0010457490936371
0.186,0.494999999999999,-0.861,1.405,80,0.000141,-3.50000000000072e-05,0.080767,0.01348,-0.000875999999999988,-0.030661,-1.44209514965077e-05,-9.8156624853997e-06,0.079978615785364,0.00419472215025379,0.000423729880552809,-0.0111585959806794,3.18547379678914e-08,-3.11075137760882e-08,-3.34584657446186e-09,0.0010961661865255
0.19,0.581,-0.753,1.327,80,0.000108,-2.8000000000028e-05,0.080728,0.01354,-0.000851999999999992,-0.03069,1.61340145379968e-05,-2.52897193050022e-05,0.080051892001473,0.0028931839945637,-0.00170900870218199,-0.0117858459619307,2.96432811655659e-08,-3.53471304213414e-08,-3.62523112891688e-09,0.0011443768282363
0.194,0.667999999999999,-0.611,1.25900000000001,80,7.00000000000006e-05,-1.50000000000983e-05,0.080659,0.01337,-0.000348999999999988,-0.030042,5.08253520011964e-05,-4.11868959080998e-05,0.080136376105743,0.0014207805988533,-0.00405696810918829,-0.0123130855322696,2.65056124919222e-08,-4.13544939500096e-08,-3.97697594454762e-09,0.0011918724421614
0.198,0.73,-0.452,1.32400000000001,79,6.19999999999996e-05,6.99999999997925e-06,0.080589,0.012969,0.000840000000000007,-0.028636,8.97128610035935e-05,-5.72298380465026e-05,0.080232538799334,-0.000218946676170902,-0.00661329747778759,-0.0127264600196032,2.35919311807019e-08,-4.70142241796633e-08,-4.06240668453481e-09,0.0012399983002196
0.202,0.736000000000001,-0.549,1.398,79,8.79999999999995e-05,3.69999999999537e-05,0.080525,0.012368,0.00228800000000001,-0.026657,0.000132817833692997,-7.3105746983302e-05,0.080340798147939,-0.0020202445249589,-0.00936857608804419,-0.0130126939174002,2.42401666726591e-08,-5.31283336270252e-08,-3.52893832576028e-09,0.0012629214239301
0.208,0.68,-0.525,1.58200000000002,80,0.000104,8.29999999999442e-05,0.080401,0.011161,0.00554000000000002,-0.022532,0.000205329490311601,-9.58365379257996e-05,0.080526642872108,-0.00500703970459401,-0.0138476604488609,-0.0131765951358975,2.66599691709016e-08,-5.38470079751551e-08,-2.62629994655459e-09,0.0012582432402383
